SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
3,at,5.0180664e-05,14.282509,nwh-gap,2
4,at,3.30208e-05,14.886266,nwh-gap,2
5,at,4.8239428e-05,14.339428,nwh-gap,2
6,at,5.0021103e-05,14.287104,nwh-gap,2
7,at,3.7192025e-05,14.714647,nwh-gap,2
8,at,2.730517e-05,15.160466,nwh-gap,2
9,at,6.824096e-05,13.839003,nwh-gap,2
10,at,8.395848e-05,13.539965,nwh-gap,2
1,at,6.3711384e-05,13.938089,wh-ngap,3
2,at,0.0001071675,13.187845,wh-ngap,3
3,at,8.3659936e-05,13.545104,wh-ngap,3
4,at,6.639641e-05,13.878535,wh-ngap,3
5,at,9.4134084e-05,13.374924,wh-ngap,3
6,at,7.3806856e-05,13.725885,wh-ngap,3
7,at,5.768826e-05,14.081363,wh-ngap,3
8,at,7.916931e-05,13.6247,wh-ngap,3
9,at,8.5365864e-05,13.515982,wh-ngap,3
10,at,9.812451e-05,13.315027,wh-ngap,3
1,at,6.436482e-05,13.923368,wh-gap,3
2,at,0.00010502221,13.217018,wh-gap,3
3,at,8.545435e-05,13.514486,wh-gap,3
4,at,6.283841e-05,13.9579935,wh-gap,3
5,at,0.000104398474,13.225612,wh-gap,3
6,at,7.36624e-05,13.728712,wh-gap,3
7,at,5.3146247e-05,14.199673,wh-gap,3
8,at,8.038014e-05,13.602801,wh-gap,3
9,at,8.3440915e-05,13.548885,wh-gap,3
10,at,9.065547e-05,13.429246,wh-gap,3
1,at,5.1174502e-05,14.254215,nwh-ngap,3
2,at,7.67702e-05,13.669094,nwh-ngap,3
3,at,7.070656e-05,13.787796,nwh-ngap,3
4,at,5.1608775e-05,14.242024,nwh-ngap,3
5,at,7.34205e-05,13.733458,nwh-ngap,3
6,at,5.9919985e-05,14.026603,nwh-ngap,3
7,at,5.0615716e-05,14.270055,nwh-ngap,3
8,at,5.6480647e-05,14.111884,nwh-ngap,3
9,at,8.058035e-05,13.599213,nwh-ngap,3
10,at,0.00010101626,13.273125,nwh-ngap,3
1,at,5.318469e-05,14.198629,nwh-gap,3
2,at,6.85181e-05,13.833156,nwh-gap,3
3,at,7.642828e-05,13.675534,nwh-gap,3
4,at,4.9471255e-05,14.30305,nwh-gap,3
5,at,8.311995e-05,13.554445,nwh-gap,3
6,at,6.27204e-05,13.960706,nwh-gap,3
7,at,4.839012e-05,14.334928,nwh-gap,3
8,at,5.0215636e-05,14.281504,nwh-gap,3
9,at,7.260841e-05,13.749504,nwh-gap,3
10,at,9.0888716e-05,13.425539,nwh-gap,3
1,at,5.4368178e-05,14.166878,wh-ngap,4
