SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
7,at,0.064275384,3.95959,wh-gap,1
8,at,0.61079895,0.7112305,wh-gap,1
9,at,4.933603e-05,14.306999,wh-gap,1
10,at,0.04022993,4.6355867,wh-gap,1
1,at,0.36485547,1.454603,nwh-ngap,1
2,at,0.11789891,3.0843778,nwh-ngap,1
3,at,0.56841743,0.8149773,nwh-ngap,1
4,at,0.34838217,1.5212573,nwh-ngap,1
5,at,0.30303338,1.7224513,nwh-ngap,1
6,at,0.50805914,0.97693163,nwh-ngap,1
7,at,0.47608995,1.0706939,nwh-ngap,1
8,at,0.40856603,1.2913588,nwh-ngap,1
9,at,5.4712787e-06,17.47969,nwh-ngap,1
10,at,0.06074087,4.0411887,nwh-ngap,1
1,at,0.055441257,4.1728964,nwh-gap,1
2,at,0.0082645435,6.918849,nwh-gap,1
3,at,0.06185717,4.0149155,nwh-gap,1
4,at,0.1216146,3.0396116,nwh-gap,1
5,at,0.038505692,4.6987844,nwh-gap,1
6,at,0.002423224,8.688856,nwh-gap,1
7,at,0.107541405,3.2170358,nwh-gap,1
8,at,0.0028567465,8.451411,nwh-gap,1
9,at,4.5915e-05,14.410675,nwh-gap,1
10,at,0.004865507,7.683194,nwh-gap,1
1,at,0.2534303,1.980339,wh-ngap,2
2,at,0.27133965,1.8818282,wh-ngap,2
3,at,0.4143848,1.270957,wh-ngap,2
4,at,0.25928316,1.9473996,wh-ngap,2
5,at,0.036544196,4.774214,wh-ngap,2
6,at,0.4102931,1.2852732,wh-ngap,2
7,at,0.19235107,2.3781862,wh-ngap,2
8,at,0.58432305,0.7751619,wh-ngap,2
9,at,0.3564204,1.4883482,wh-ngap,2
10,at,0.22107424,2.1773973,wh-ngap,2
1,at,0.30746353,1.7015128,wh-gap,2
2,at,0.42476037,1.235279,wh-gap,2
3,at,0.45998603,1.1203381,wh-gap,2
4,at,0.38114008,1.3916068,wh-gap,2
5,at,0.0020787693,8.910054,wh-gap,2
6,at,0.44159523,1.1792035,wh-gap,2
7,at,0.32069224,1.6407386,wh-gap,2
8,at,0.75374633,0.407849,wh-gap,2
9,at,0.5395872,0.890072,wh-gap,2
10,at,0.20491451,2.286906,wh-gap,2
1,at,0.18753025,2.4148047,nwh-ngap,2
2,at,0.18634692,2.423937,nwh-ngap,2
3,at,0.38067356,1.3933737,nwh-ngap,2
4,at,0.32357222,1.6278403,nwh-ngap,2
5,at,0.12338262,3.0187888,nwh-ngap,2
6,at,0.22529745,2.1500971,nwh-ngap,2
7,at,0.19088916,2.3891928,nwh-ngap,2
8,at,0.36127022,1.4688498,nwh-ngap,2
